"ADP","player_name","Team","Pos","year","player_age","b_game","pa","woba","xwoba","exit_velocity_avg","barrel_batted_rate","hard_hit_percent","sweet_spot_percent","oz_swing_percent","whiff_percent","k_percent","bb_percent","avg_swing_speed","avg_swing_length","r_total_stolen_base","r_total_caught_stealing","percentile_xwoba","percentile_exit_velocity_avg","percentile_barrel_batted_rate","percentile_hard_hit_percent","percentile_oz_swing_percent","percentile_whiff_percent","percentile_k_percent","percentile_bb_percent","percentile_avg_swing_speed","percentile_avg_swing_length","player_id","p_game","p_formatted_ip","p_save","p_hold","p_starting_p","fastball_avg_speed","breaking_avg_spin","percentile_fastball_avg_speed","percentile_breaking_avg_spin"
103,"deGrom, Jacob","Tex","SP",2023,35,NA,NA,0.223,0.212,86.2,9.1,33.3,NA,37.5,42.1,39.1,3.5,NA,NA,NA,NA,0.006426735218509,0.101542416452442,0.645244215938303,0.163239074550129,0.979434447300771,0.992287917737789,0.98586118251928,0.0282776349614396,NA,NA,594798,6,30.1,0,0,6,98.7,2649,0.976833976833977,0.832679738562092
104,"Rooker Jr., Brent","Ath","DH",2022,27,16,36,0.186,0.264,87.8,4.8,42.9,33.3,31.4,33.3,30.6,8.3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Rooker Jr., Brent","Ath","DH",2023,28,137,526,0.348,0.343,91.6,15.6,49.5,37.3,27.3,38.2,32.7,9.3,73.6,7.2,4,0,0.834405144694534,0.895498392282958,0.937299035369775,0.911575562700965,0.408360128617363,0.948553054662379,0.863344051446945,0.641479099678457,0.809009009009009,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Rooker Jr., Brent","Ath","DH",2024,29,145,614,0.392,0.38,91.9,16.6,49.6,38.3,31,34.1,28.8,9.6,73.7,7.1,11,3,0.969155844155844,0.926948051948052,0.974025974025974,0.928571428571429,0.649350649350649,0.857142857142857,0.74025974025974,0.706168831168831,0.832792207792208,0.26948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Profar, Jurickson","Atl","OF",2022,29,152,658,0.32,0.315,87.5,4,34.3,34.7,23.7,18.8,15.7,11.1,NA,NA,5,1,0.698289269051322,0.3950233281493,0.287713841368585,0.377916018662519,0.195956454121306,0.116640746500778,0.116640746500778,0.84447900466563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Profar, Jurickson","Atl","OF",2023,30,125,521,0.304,0.306,86.5,4,31.8,37.7,25.1,20,17.3,9.6,71,7.3,1,0,0.511254019292605,0.217041800643087,0.258842443729904,0.265273311897106,0.270096463022508,0.162379421221865,0.154340836012862,0.668810289389068,0.475675675675676,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Profar, Jurickson","Atl","OF",2024,31,158,668,0.365,0.364,91.1,7.2,44.4,31.3,21.9,17,15.1,11.4,71.7,7.3,10,3,0.949675324675325,0.86038961038961,0.542207792207792,0.782467532467532,0.137987012987013,0.0811688311688312,0.0957792207792208,0.87012987012987,0.574675324675325,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Gausman, Kevin","Tor","SP",2023,32,NA,NA,0.292,0.303,89.4,9.9,43.3,NA,32.6,28.9,31.1,7.2,NA,NA,NA,NA,0.30719794344473,0.557840616966581,0.727506426735218,0.715938303341902,0.859897172236504,0.736503856041131,0.929305912596401,0.267352185089974,NA,NA,592332,31,185,0,0,31,94.6,2236,0.675675675675676,0.205228758169935
106,"Gausman, Kevin","Tor","SP",2022,31,NA,NA,0.304,0.285,89,8.1,38.5,NA,39.8,29.4,28.3,3.9,NA,NA,NA,NA,0.248081841432225,0.554987212276215,0.603580562659846,0.487212276214834,0.98849104859335,0.772378516624041,0.855498721227621,0.051150895140665,NA,NA,592332,31,174.2,0,0,31,95,2206,0.740693196405648,0.183699870633894
106,"Gausman, Kevin","Tor","SP",2024,33,NA,NA,0.3,0.333,90.2,9.7,42.4,NA,29.8,23.4,21.4,7.4,NA,NA,NA,NA,0.637997432605905,0.739409499358151,0.745827984595635,0.713735558408216,0.663671373555841,0.388960205391528,0.498074454428755,0.34017971758665,NA,NA,592332,31,181,0,0,31,93.9,2239,0.561855670103093,0.177314211212516
107,"Paredes, Isaac","Hou","3B",2022,23,111,381,0.323,0.297,87.4,6.4,38.7,27.4,20.5,16.5,17.6,11.5,NA,NA,0,1,0.548989113530327,0.379471228615863,0.505443234836703,0.590979782270607,0.073094867807154,0.0762052877138414,0.191290824261275,0.866251944012442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Paredes, Isaac","Hou","3B",2023,24,143,571,0.362,0.315,86.9,5.9,28.5,32.4,28.3,18.2,18.2,10.2,68.1,8.1,1,0,0.593247588424437,0.279742765273312,0.409967845659164,0.186495176848875,0.47588424437299,0.101286173633441,0.180064308681672,0.742765273311897,0.133333333333333,0.974774774774775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Paredes, Isaac","Hou","3B",2024,25,153,641,0.327,0.304,85,4.5,27.1,37,26.5,17.2,16.4,11.9,68.2,8,1,1,0.581168831168831,0.107142857142857,0.305194805194805,0.152597402597403,0.381493506493506,0.0909090909090909,0.136363636363636,0.899350649350649,0.13474025974026,0.959415584415584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"Duran, Jhoan","Min","RP",2024,26,NA,NA,0.292,0.259,87,3.5,36.2,NA,28,32.9,28.9,6.6,NA,NA,NA,NA,0.0783055198973042,0.160462130937099,0.0988446726572529,0.300385109114249,0.492939666238768,0.913992297817715,0.878048780487805,0.260590500641849,NA,NA,661395,58,54.1,23,7,0,100.5,2571,0.998711340206186,0.670143415906128
108,"Duran, Jhoan","Min","RP",2023,25,NA,NA,0.271,0.251,89.2,7,38,NA,30.1,35.4,32.9,9.8,NA,NA,NA,NA,0.025706940874036,0.507712082262211,0.3573264781491,0.413881748071979,0.685089974293059,0.942159383033419,0.952442159383033,0.569408740359897,NA,NA,661395,59,62.1,27,1,0,101.8,2697,1,0.874509803921569
108,"Duran, Jhoan","Min","RP",2022,24,NA,NA,0.251,0.232,88.2,4.5,35,NA,37.8,34.7,33.5,6,NA,NA,NA,NA,0.0242966751918159,0.379795396419437,0.148337595907928,0.283887468030691,0.974424552429668,0.936061381074169,0.962915601023018,0.179028132992327,NA,NA,661395,57,67.2,8,18,0,100.8,2630,1,0.824062095730918
109,"Trout, Mike","LAA","OF",2022,30,119,499,0.418,0.395,91.6,19.7,51,37.7,22.6,30.2,27.9,10.8,NA,NA,1,0,0.990668740279938,0.920684292379471,0.984447900466563,0.965785381026439,0.152410575427683,0.701399688958009,0.671850699844479,0.821150855365474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Trout, Mike","LAA","OF",2023,31,82,362,0.368,0.389,91.9,16,51.9,38.3,19.7,29.3,28.7,12.4,72.9,7.4,2,0,0.97588424437299,0.916398713826367,0.95016077170418,0.95016077170418,0.0836012861736334,0.633440514469453,0.72508038585209,0.864951768488746,0.731531531531531,0.563963963963964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Trout, Mike","LAA","OF",2024,32,29,126,0.365,0.405,89.2,17.1,41.5,40.2,18.6,20.5,21.4,12.7,75.7,7.6,6,1,0.988636363636364,0.642857142857143,0.980519480519481,0.673701298701299,0.0487012987012987,0.199675324675325,0.362012987012987,0.938311688311688,0.959415584415584,0.767857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Abrams, CJ","Wsh","SS",2022,21,90,302,0.267,0.266,86.5,2.1,30.7,28.6,41.2,22.6,16.6,1.7,NA,NA,7,4,0.262830482115086,0.261275272161742,0.172628304821151,0.245723172628305,0.947122861586314,0.279937791601866,0.149300155520995,0.0326594090202177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Abrams, CJ","Wsh","SS",2023,22,151,614,0.306,0.304,87.4,6.9,35.9,32.6,35.1,22.5,19.2,5.2,71.5,7.3,47,4,0.482315112540193,0.326366559485531,0.498392282958199,0.392282958199357,0.819935691318328,0.271704180064309,0.22508038585209,0.178456591639871,0.54954954954955,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Abrams, CJ","Wsh","SS",2024,23,138,602,0.322,0.319,88.2,6.9,40.7,33,35.4,24.7,21.3,6.6,72.2,7.5,31,12,0.722402597402597,0.472402597402597,0.524350649350649,0.633116883116883,0.837662337662338,0.407467532467532,0.350649350649351,0.358766233766234,0.649350649350649,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"Sasaki, Roki","LAD","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Suzuki, Seiya","ChC","OF, DH",2022,27,111,446,0.334,0.326,89.6,11,41.3,36.9,21.3,22.8,24.7,9.4,NA,NA,9,5,0.794712286158631,0.726283048211509,0.827371695178849,0.701399688958009,0.108864696734059,0.295489891135303,0.517884914463453,0.693623639191291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Suzuki, Seiya","ChC","OF, DH",2023,28,138,583,0.358,0.357,91.4,10.5,48,36.5,19.8,21.3,22.3,10.1,72.4,7.1,6,7,0.906752411575563,0.884244372990354,0.760450160771704,0.868167202572347,0.0868167202572347,0.207395498392283,0.385852090032154,0.733118971061093,0.672072072072072,0.230630630630631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Suzuki, Seiya","ChC","OF, DH",2024,29,132,585,0.365,0.346,91.7,11.5,49.2,38.8,20.7,24.5,27.4,10.8,73,7.2,16,6,0.892857142857143,0.915584415584416,0.834415584415584,0.922077922077922,0.105519480519481,0.399350649350649,0.675324675324675,0.811688311688312,0.75487012987013,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"Yelich, Christian","Mil","OF, DH",2022,30,154,671,0.328,0.338,91.5,8.2,48.6,30.3,23.2,25.1,24.1,13.1,NA,NA,19,3,0.866251944012442,0.91601866251944,0.64696734059098,0.923794712286159,0.171073094867807,0.421461897356143,0.468118195956454,0.931570762052877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"Yelich, Christian","Mil","OF, DH",2023,31,144,632,0.353,0.362,91.7,9.2,50.1,30.4,24.8,26.8,22.2,12.3,73.6,7.4,28,3,0.922829581993569,0.89871382636656,0.691318327974277,0.935691318327974,0.254019292604502,0.496784565916399,0.372990353697749,0.863344051446945,0.809009009009009,0.563963963963964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"Yelich, Christian","Mil","OF, DH",2024,32,73,315,0.391,0.373,91.1,7.9,46.7,32.2,24.9,23.1,18.4,12.7,73.2,7.5,21,1,0.959415584415584,0.86038961038961,0.594155844155844,0.857142857142857,0.277597402597403,0.318181818181818,0.212662337662338,0.938311688311688,0.782467532467532,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"Bogaerts, Xander","SD","2B, SS",2022,29,150,631,0.363,0.323,88.1,6.5,39.5,30.3,29.2,24.8,18.7,9,NA,NA,8,2,0.769828926905132,0.496111975116641,0.511664074650078,0.618973561430793,0.499222395023328,0.393468118195956,0.22706065318818,0.637636080870918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"Bogaerts, Xander","SD","2B, SS",2023,30,155,665,0.343,0.318,87.6,6.1,34.6,28.3,25.2,20.4,16.5,8.4,70.4,7.2,19,2,0.615755627009646,0.360128617363344,0.42604501607717,0.358520900321543,0.27491961414791,0.17524115755627,0.130225080385852,0.557877813504823,0.392792792792793,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"Bogaerts, Xander","SD","2B, SS",2024,31,111,463,0.3,0.305,88.1,5.1,33.2,32.1,25.8,18.3,17.1,6,70.7,7.2,13,3,0.590909090909091,0.456168831168831,0.36038961038961,0.305194805194805,0.329545454545455,0.11525974025974,0.165584415584416,0.280844155844156,0.435064935064935,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"Brown, Hunter","Hou","SP",2024,25,NA,NA,0.296,0.283,86.2,4.5,30.3,NA,27.3,25.1,25.1,8.4,NA,NA,NA,NA,0.186136071887035,0.0898587933247754,0.148908857509628,0.0654685494223363,0.41206675224647,0.51219512195122,0.7201540436457,0.476251604621309,NA,NA,686613,31,170,0,0,30,95,2385,0.733247422680412,0.372881355932203
115,"Brown, Hunter","Hou","SP",2022,23,NA,NA,0.254,0.269,93.2,5.9,47.1,NA,28.9,22.9,27.5,8.8,NA,NA,NA,NA,0.152173913043478,0.965473145780051,0.297953964194373,0.888746803069054,0.540920716112532,0.333759590792839,0.827365728900256,0.502557544757033,NA,NA,686613,7,20.1,0,2,2,95.9,2467,0.848523748395379,0.580853816300129
115,"Brown, Hunter","Hou","SP",2023,24,NA,NA,0.34,0.318,90.8,10.9,44.4,NA,27.5,24.8,26.8,8.3,NA,NA,NA,NA,0.443444730077121,0.818766066838046,0.816195372750643,0.781491002570694,0.431876606683805,0.474293059125964,0.787917737789203,0.38560411311054,NA,NA,686613,31,155.2,0,0,29,94.4,2462,0.63963963963964,0.537254901960784
116,"Flaherty, Jack","Det","SP",2022,26,NA,NA,0.358,0.341,87.2,5.6,30.8,NA,22.1,25.9,19.8,13.2,NA,NA,NA,NA,0.739130434782609,0.203324808184143,0.265984654731458,0.0933503836317136,0.0920716112531969,0.576726342710997,0.396419437340153,0.859335038363171,NA,NA,656427,9,36,0,0,8,92.8,2419,0.391527599486521,0.498059508408797
116,"Flaherty, Jack","Det","SP",2024,28,NA,NA,0.288,0.292,88.4,7.7,35.9,NA,30.7,32.1,29.9,5.9,NA,NA,NA,NA,0.251604621309371,0.363286264441592,0.469833119383825,0.2798459563543,0.750962772785623,0.897304236200257,0.898587933247754,0.178433889602054,NA,NA,656427,28,162,0,0,28,93.2,2456,0.443298969072165,0.488917861799218
116,"Flaherty, Jack","Det","SP",2023,27,NA,NA,0.356,0.343,87.9,7.3,38.3,NA,25.3,26.6,22.8,10.2,NA,NA,NA,NA,0.682519280205656,0.281491002570694,0.394601542416452,0.431876606683805,0.25706940874036,0.591259640102828,0.561696658097686,0.627249357326478,NA,NA,656427,29,144.1,0,1,27,92.3,2475,0.321750321750322,0.563398692810458
117,"Nimmo, Brandon","NYM","OF",2022,29,151,673,0.353,0.338,89.4,7,39.8,28.1,21.2,19.6,17.2,10.5,NA,NA,3,2,0.866251944012442,0.690513219284603,0.566096423017107,0.631415241057543,0.104199066874028,0.144634525660964,0.172628304821151,0.799377916018662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"Nimmo, Brandon","NYM","OF",2023,30,152,682,0.359,0.352,91.8,9.5,47.9,33.5,19.9,22,21.4,10.9,72.7,7.2,3,3,0.885852090032154,0.903536977491961,0.70096463022508,0.864951768488746,0.0916398713826367,0.245980707395498,0.329581993569132,0.797427652733119,0.711711711711712,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"Nimmo, Brandon","NYM","OF",2024,31,151,663,0.321,0.335,91.9,9.1,47.4,33.7,24.1,23.4,23.8,11.6,73.3,7.3,15,0,0.834415584415584,0.926948051948052,0.685064935064935,0.876623376623377,0.237012987012987,0.339285714285714,0.467532467532468,0.883116883116883,0.795454545454545,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"Hoffman, Jeff","Tor","RP",2023,30,NA,NA,0.226,0.247,88.1,2.5,30.5,NA,34,34.6,33.2,9.1,NA,NA,NA,NA,0.0218508997429306,0.300771208226221,0.0501285347043702,0.0874035989717224,0.922879177377892,0.931876606683805,0.955012853470437,0.480719794344473,NA,NA,656546,54,52.1,1,11,0,97.1,2784,0.926640926640927,0.937254901960784
118,"Hoffman, Jeff","Tor","RP",2022,29,NA,NA,0.325,0.317,89.3,8.7,38.9,NA,24,25.6,22.8,11.7,NA,NA,NA,NA,0.528132992327366,0.61764705882353,0.670076726342711,0.521739130434783,0.177749360613811,0.548593350383632,0.589514066496164,0.773657289002558,NA,NA,656546,35,44.2,0,1,1,94.3,2691,0.630295250320924,0.890038809831824
118,"Hoffman, Jeff","Tor","RP",2024,31,NA,NA,0.252,0.264,88.3,7.6,42,NA,34.6,35.3,33.6,6,NA,NA,NA,NA,0.0924261874197689,0.331193838254172,0.455712451861361,0.680359435173299,0.943517329910141,0.951219512195122,0.961489088575096,0.189987163029525,NA,NA,656546,68,66.1,10,21,0,96.7,2830,0.903350515463918,0.94393741851369
119,"Caminero, Junior","TB","3B",2023,19,7,36,0.276,0.265,85.4,11.5,42.3,15.4,36.5,30.3,22.2,5.6,78.3,8.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"Caminero, Junior","TB","3B",2024,20,43,177,0.309,0.301,89.7,11.8,45.7,25.2,35.4,31.7,21.5,6.2,77.2,8.3,2,0,0.540584415584416,0.709415584415584,0.850649350649351,0.821428571428571,0.837662337662338,0.780844155844156,0.366883116883117,0.301948051948052,0.98538961038961,0.99025974025974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"Schwellenbach, Spencer","Atl","SP",2024,24,NA,NA,0.286,0.288,87.6,4.9,39.8,NA,34.2,27.4,25.4,4.6,NA,NA,NA,NA,0.220795892169448,0.238767650834403,0.174582798459564,0.54813863928113,0.938382541720154,0.671373555840822,0.739409499358151,0.0847240051347882,NA,NA,680885,21,123.2,0,0,21,95,2440,0.733247422680412,0.453715775749674
121,"Rodriguez, Grayson","Bal","SP",2024,24,NA,NA,0.31,0.299,89.2,7.8,39.7,NA,30.6,30,26.5,7.3,NA,NA,NA,NA,0.317073170731707,0.554557124518614,0.491655969191271,0.544287548138639,0.747111681643132,0.82798459563543,0.783055198973042,0.329910141206675,NA,NA,680570,20,116.2,0,0,20,96.1,2597,0.856958762886598,0.71838331160365
121,"Rodriguez, Grayson","Bal","SP",2023,23,NA,NA,0.32,0.316,89.8,7.3,43.7,NA,29.7,26.3,25,8.2,NA,NA,NA,NA,0.425449871465296,0.637532133676093,0.394601542416452,0.737789203084833,0.641388174807198,0.565552699228792,0.685089974293059,0.37146529562982,NA,NA,680570,23,122,0,0,23,96.8,2476,0.915057915057915,0.564705882352941
122,"Contreras, Willson","StL","C, DH",2022,30,113,487,0.357,0.364,90.4,10.5,48.6,30.2,31.8,31,21.1,9.2,NA,NA,4,2,0.961119751166407,0.825816485225505,0.805598755832037,0.923794712286159,0.650077760497667,0.734059097978227,0.33592534992224,0.670295489891135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"Contreras, Willson","StL","C, DH",2023,31,125,495,0.358,0.373,91.3,12.2,46.9,34.1,31.1,29,22.4,10.3,76.3,7.7,6,3,0.956591639871383,0.866559485530547,0.85048231511254,0.853697749196141,0.655948553054662,0.618971061093248,0.390675241157556,0.7508038585209,0.969369369369369,0.827027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"Contreras, Willson","StL","C, DH",2024,32,84,358,0.37,0.365,91.6,11.2,46.8,32.7,29.9,35,26.8,12.6,75.9,7.9,4,1,0.952922077922078,0.905844155844156,0.823051948051948,0.858766233766234,0.582792207792208,0.892857142857143,0.644480519480519,0.931818181818182,0.962662337662338,0.933441558441558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"Chapman, Matt","SF","3B",2022,29,155,621,0.331,0.341,92.2,12.9,51.2,34,19.2,28.7,27.4,11,NA,NA,2,2,0.88646967340591,0.94556765163297,0.906687402799378,0.967340590979782,0.0451010886469673,0.637636080870918,0.651632970451011,0.838258164852255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"Chapman, Matt","SF","3B",2023,30,140,581,0.328,0.337,93.4,17.1,56.4,32.4,18.9,31.1,28.4,10.7,75.5,7.6,4,2,0.795819935691318,0.982315112540193,0.969453376205788,0.983922829581994,0.067524115755627,0.728295819935691,0.705787781350482,0.776527331189711,0.938738738738739,0.758558558558559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"Chapman, Matt","SF","3B",2024,31,154,647,0.34,0.341,93.2,12.6,48.3,31.3,24.2,23.5,24.4,9.9,76.6,7.5,15,2,0.866883116883117,0.970779220779221,0.883116883116883,0.904220779220779,0.24025974025974,0.349025974025974,0.503246753246753,0.733766233766234,0.977272727272727,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"Greene, Riley","Det","OF, DH",2022,21,93,418,0.303,0.316,89.5,9.3,45.2,32,27.6,25.6,28.7,8.6,NA,NA,1,4,0.70606531881804,0.713841368584759,0.713841368584759,0.839813374805599,0.412130637636081,0.441679626749611,0.707620528771384,0.589424572317263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"Greene, Riley","Det","OF, DH",2023,22,99,416,0.344,0.365,91.6,11.3,47.3,36.8,26.5,28.2,27.4,8.4,75.5,7.2,7,0,0.937299035369775,0.895498392282958,0.815112540192926,0.858520900321543,0.347266881028939,0.565916398713826,0.662379421221865,0.557877813504823,0.938738738738739,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"Greene, Riley","Det","OF, DH",2024,23,137,584,0.355,0.353,91.3,13.4,47.1,39.1,23.1,26.8,26.7,11,74.6,7.2,4,2,0.922077922077922,0.88961038961039,0.917207792207792,0.87012987012987,0.180194805194805,0.521103896103896,0.636363636363636,0.827922077922078,0.899350649350649,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"Scott, Tanner","LAD","RP",2022,27,NA,NA,0.321,0.316,86.1,5.4,32.9,NA,29.1,35.7,31.1,15.9,NA,NA,NA,NA,0.520460358056266,0.09846547314578,0.246803069053708,0.168797953964194,0.558823529411765,0.956521739130435,0.925831202046036,0.932225063938619,NA,NA,656945,67,62.2,20,4,0,96.9,2735,0.920410783055199,0.917205692108668
125,"Scott, Tanner","LAD","RP",2023,28,NA,NA,0.236,0.246,85.3,3.4,26.3,NA,35.3,36.2,33.9,7.8,NA,NA,NA,NA,0.0205655526992288,0.0488431876606684,0.0784061696658098,0.0282776349614396,0.961439588688946,0.94987146529563,0.962724935732648,0.331619537275064,NA,NA,656945,74,78,12,24,0,96.8,2733,0.915057915057915,0.896732026143791
125,"Scott, Tanner","LAD","RP",2024,29,NA,NA,0.241,0.268,84.3,4.7,27.5,NA,31.9,32.7,28.6,12.2,NA,NA,NA,NA,0.106546854942234,0.0192554557124519,0.159178433889602,0.0346598202824134,0.834403080872914,0.908857509627728,0.865211810012837,0.822849807445443,NA,NA,656945,72,72,22,11,0,97,2675,0.925257731958763,0.816166883963494
126,"Torres, Gleyber","Det","2B",2022,25,140,572,0.328,0.319,90.4,10.7,45.3,36.2,27.7,27.2,22.6,6.8,NA,NA,10,5,0.734059097978227,0.825816485225505,0.8149300155521,0.842923794712286,0.418351477449456,0.544323483670295,0.402799377916019,0.399688958009331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"Torres, Gleyber","Det","2B",2023,26,158,672,0.346,0.362,89.7,7.9,40.3,37.3,25.9,21.8,14.6,10,71.6,7.3,13,6,0.922829581993569,0.689710610932476,0.596463022508039,0.602893890675241,0.313504823151125,0.236334405144695,0.0787781350482315,0.723472668810289,0.562162162162162,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"Torres, Gleyber","Det","2B",2024,27,154,665,0.313,0.307,88.6,6.3,35.4,38.2,21.4,22.9,20.5,9.8,70.2,7.2,4,3,0.61038961038961,0.553571428571429,0.461038961038961,0.397727272727273,0.126623376623377,0.306818181818182,0.310064935064935,0.725649350649351,0.35551948051948,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"Cruz, Oneil","Pit","SS, OF",2022,23,87,361,0.32,0.301,91.9,15.5,46.1,30.6,30.5,35.4,34.9,7.8,NA,NA,10,4,0.586314152410575,0.931570762052877,0.965785381026439,0.867807153965785,0.567651632970451,0.866251944012442,0.883359253499222,0.516329704510109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"Cruz, Oneil","Pit","SS, OF",2023,24,9,40,0.335,0.318,89.5,4,36,20,30.3,30.1,20,17.5,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"Cruz, Oneil","Pit","SS, OF",2024,25,146,599,0.331,0.34,95.5,15.7,54.9,32.1,31.7,34.1,30.2,8.5,78.6,7.7,22,1,0.863636363636364,0.993506493506494,0.967532467532468,0.977272727272727,0.675324675324675,0.857142857142857,0.785714285714286,0.602272727272727,0.998376623376623,0.847402597402597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"Rodon, Carlos","NYY","SP",2022,29,NA,NA,0.255,0.254,89,6.5,39.8,NA,31.2,31.2,33.4,7.3,NA,NA,NA,NA,0.0728900255754476,0.554987212276215,0.364450127877238,0.60230179028133,0.745524296675192,0.855498721227621,0.961636828644501,0.342710997442455,NA,NA,607074,31,178,0,0,31,95.5,2448,0.801026957637997,0.552393272962484
128,"Rodon, Carlos","NYY","SP",2024,31,NA,NA,0.32,0.314,90.4,11,40.9,NA,30.7,30.1,26.5,7.7,NA,NA,NA,NA,0.455712451861361,0.783055198973042,0.848523748395379,0.604621309370988,0.750962772785623,0.836970474967908,0.783055198973042,0.37612323491656,NA,NA,607074,32,175,0,0,32,95.2,2640,0.762886597938144,0.786179921773142
128,"Rodon, Carlos","NYY","SP",2023,30,NA,NA,0.357,0.351,91.6,12.2,41.8,NA,30.5,26.3,22.4,9.8,NA,NA,NA,NA,0.727506426735218,0.903598971722365,0.895886889460154,0.636246786632391,0.718508997429306,0.565552699228792,0.534704370179949,0.569408740359897,NA,NA,607074,14,64.1,0,0,14,95.3,2507,0.778635778635779,0.620915032679739
129,"Ruiz, Keibert","Wsh","C",2022,23,112,433,0.299,0.328,88,3.7,32.3,36.3,31.4,14.9,11.5,6.9,NA,NA,6,1,0.810264385692068,0.482115085536547,0.270606531881804,0.292379471228616,0.626749611197512,0.0404354587869362,0.031104199066874,0.416796267496112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"Ruiz, Keibert","Wsh","C",2023,24,136,562,0.31,0.322,87.4,5.8,31.9,39.4,36.5,14.3,10.3,5.5,66.4,7.1,1,1,0.668810289389068,0.326366559485531,0.39871382636656,0.268488745980707,0.863344051446945,0.0257234726688103,0.0128617363344051,0.217041800643087,0.0486486486486487,0.230630630630631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"Ruiz, Keibert","Wsh","C",2024,25,127,485,0.268,0.279,85.4,3.2,25.6,32.2,38.2,12.1,11.1,3.3,66.4,7.1,3,1,0.321428571428571,0.133116883116883,0.204545454545455,0.126623376623377,0.918831168831169,0.012987012987013,0.025974025974026,0.0811688311688312,0.0438311688311688,0.26948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"Wood, James","Wsh","OF",2024,21,79,336,0.342,0.351,92.8,10.6,52,31.3,21,29.6,28.9,11.6,73.9,7.4,14,8,0.912337662337662,0.957792207792208,0.785714285714286,0.954545454545455,0.116883116883117,0.676948051948052,0.748376623376623,0.883116883116883,0.852272727272727,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
