"ADP","player_name","Team","Pos","year","player_age","b_game","pa","woba","xwoba","exit_velocity_avg","barrel_batted_rate","hard_hit_percent","sweet_spot_percent","oz_swing_percent","whiff_percent","k_percent","bb_percent","avg_swing_speed","avg_swing_length","r_total_stolen_base","r_total_caught_stealing","percentile_xwoba","percentile_exit_velocity_avg","percentile_barrel_batted_rate","percentile_hard_hit_percent","percentile_oz_swing_percent","percentile_whiff_percent","percentile_k_percent","percentile_bb_percent","percentile_avg_swing_speed","percentile_avg_swing_length","player_id","p_game","p_formatted_ip","p_save","p_hold","p_starting_p","fastball_avg_speed","breaking_avg_spin","percentile_fastball_avg_speed","percentile_breaking_avg_spin"
215,"Yates, Kirby","LAD","RP",2024,37,NA,NA,0.186,0.212,87.5,4.1,33.1,NA,32.8,33.6,35.9,11.8,NA,NA,NA,NA,0.0128369704749679,0.218228498074454,0.120667522464698,0.143774069319641,0.879332477535302,0.925545571245186,0.978177150192555,0.79589216944801,NA,NA,489446,61,61.2,33,2,0,93.2,2294,0.443298969072165,0.254237288135593
215,"Yates, Kirby","LAD","RP",2023,36,NA,NA,0.282,0.326,90.6,10.6,40.2,NA,27.9,30.8,31.5,14.6,NA,NA,NA,NA,0.51413881748072,0.79305912596401,0.786632390745501,0.542416452442159,0.470437017994859,0.829048843187661,0.93573264781491,0.88560411311054,NA,NA,489446,61,60.1,5,9,0,93.6,2474,0.516087516087516,0.56078431372549
216,"Wells, Austin","NYY","C",2023,23,19,75,0.309,0.373,89.5,14,42.1,33.3,37,29.6,18.7,4,71.4,7.4,0,0,0.956591639871383,0.659163987138264,0.911575562700965,0.680064308681672,0.87620578778135,0.64951768488746,0.204180064308682,0.0948553054662379,0.52972972972973,0.563963963963964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"Wells, Austin","NYY","C",2024,24,115,414,0.315,0.339,88.4,9.1,38.9,34.5,25.5,27.3,21,11.4,72.5,7.4,1,2,0.855519480519481,0.516233766233766,0.685064935064935,0.561688311688312,0.303571428571429,0.543831168831169,0.332792207792208,0.87012987012987,0.691558441558442,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"Suarez, Ranger","Phi","SP",2023,27,NA,NA,0.325,0.321,87.8,7.5,36.1,NA,29.6,23.1,22,8.9,NA,NA,NA,NA,0.473007712082262,0.263496143958869,0.416452442159383,0.311053984575835,0.633676092544987,0.341902313624679,0.51413881748072,0.458868894601542,NA,NA,624133,22,125,0,0,22,91.9,2172,0.268983268983269,0.133333333333333
217,"Suarez, Ranger","Phi","SP",2024,28,NA,NA,0.297,0.297,86.9,5.1,34.3,NA,30.3,21.9,23.2,6.5,NA,NA,NA,NA,0.300385109114249,0.145057766367137,0.195121951219512,0.193838254172015,0.717586649550706,0.287548138639281,0.614890885750963,0.249037227214377,NA,NA,624133,27,150.2,0,0,27,90.3,2174,0.123711340206186,0.121251629726206
217,"Suarez, Ranger","Phi","SP",2022,26,NA,NA,0.314,0.302,87.5,6.8,34.9,NA,27.4,21.4,19.5,8.8,NA,NA,NA,NA,0.377237851662404,0.250639386189258,0.411764705882353,0.277493606138107,0.40920716112532,0.250639386189258,0.379795396419437,0.502557544757033,NA,NA,624133,29,155.1,0,0,29,92.3,2191,0.327342747111682,0.165588615782665
218,"Eovaldi, Nathan","Tex","SP",2023,33,NA,NA,0.296,0.308,88.9,7.9,43.1,NA,28.6,26.4,22.9,8.1,NA,NA,NA,NA,0.354755784061697,0.452442159383033,0.480719794344473,0.709511568123393,0.52827763496144,0.575835475578406,0.570694087403599,0.362467866323907,NA,NA,543135,25,144,0,0,25,93.7,1999,0.53024453024453,0.0352941176470588
218,"Eovaldi, Nathan","Tex","SP",2022,32,NA,NA,0.325,0.321,89.7,10.7,45.2,NA,32.5,25.2,22.4,4.3,NA,NA,NA,NA,0.558823529411765,0.69693094629156,0.840153452685422,0.838874680306905,0.851662404092072,0.516624040920716,0.571611253196931,0.0652173913043478,NA,NA,543135,20,109.1,0,0,20,94.7,2104,0.699614890885751,0.0802069857697283
218,"Eovaldi, Nathan","Tex","SP",2024,34,NA,NA,0.291,0.306,89.3,7.7,42.6,NA,32.2,26.8,23.9,6,NA,NA,NA,NA,0.374839537869063,0.577663671373556,0.469833119383825,0.722721437740693,0.858793324775353,0.636713735558408,0.653401797175867,0.189987163029525,NA,NA,543135,29,170.2,0,0,29,94.2,1966,0.609536082474227,0.0182529335071708
219,"Chapman, Aroldis","Bos","RP",2022,34,NA,NA,0.301,0.326,87.5,6.9,34.5,NA,22.5,33.8,26.9,17.5,NA,NA,NA,NA,0.615089514066496,0.250639386189258,0.432225063938619,0.257033248081841,0.108695652173913,0.920716112531969,0.797953964194373,0.953964194373402,NA,NA,547973,43,36.1,9,1,0,97.7,2282,0.958921694480103,0.285899094437257
219,"Chapman, Aroldis","Bos","RP",2023,35,NA,NA,0.258,0.261,86.5,9.2,33,NA,23.4,42.2,41.4,14.5,NA,NA,NA,NA,0.051413881748072,0.11439588688946,0.663239074550129,0.155526992287918,0.155526992287918,0.993573264781491,0.989717223650386,0.883033419023136,NA,NA,547973,61,58.1,6,14,0,99.5,2311,0.990990990990991,0.308496732026144
219,"Chapman, Aroldis","Bos","RP",2024,36,NA,NA,0.289,0.269,90.5,7.1,41.3,NA,26.4,32.3,37.1,14.4,NA,NA,NA,NA,0.109114249037227,0.806161745827985,0.38382541720154,0.639281129653402,0.341463414634146,0.901155327342747,0.982028241335045,0.916559691912709,NA,NA,547973,68,61.2,14,22,0,98.7,2247,0.985824742268041,0.1877444589309
220,"Jansen, Kenley","LAA","RP",2024,36,NA,NA,0.253,0.28,90.4,11.1,37,NA,24.9,27,28.4,9.2,NA,NA,NA,NA,0.161745827984596,0.783055198973042,0.853658536585366,0.363286264441592,0.224646983311938,0.648267008985879,0.857509627727856,0.566110397946085,NA,NA,445276,54,54.2,27,0,0,92.3,2466,0.315721649484536,0.505867014341591
220,"Jansen, Kenley","LAA","RP",2022,34,NA,NA,0.265,0.239,87.1,7.3,32.5,NA,29.2,27.5,32.7,8.5,NA,NA,NA,NA,0.0358056265984655,0.187979539641944,0.50383631713555,0.144501278772379,0.567774936061381,0.663682864450128,0.943734015345269,0.461636828644501,NA,NA,445276,65,64,41,0,0,92.6,2459,0.355584082156611,0.569210866752911
220,"Jansen, Kenley","LAA","RP",2023,35,NA,NA,0.303,0.275,89.8,6.8,35.9,NA,31.3,29,27.7,9,NA,NA,NA,NA,0.101542416452442,0.637532133676093,0.326478149100257,0.295629820051414,0.77120822622108,0.741645244215938,0.832904884318766,0.473007712082262,NA,NA,445276,51,44.2,29,0,0,94.4,2423,0.63963963963964,0.47843137254902
221,"Gore, MacKenzie","Wsh","SP",2022,23,NA,NA,0.323,0.349,90.8,9.7,45.4,NA,23.9,24.1,23.3,12,NA,NA,NA,NA,0.776214833759591,0.835038363171355,0.760869565217391,0.846547314578005,0.173913043478261,0.421994884910486,0.620204603580563,0.79539641943734,NA,NA,669022,16,70,0,1,13,94.7,2135,0.699614890885751,0.103492884864166
221,"Gore, MacKenzie","Wsh","SP",2023,24,NA,NA,0.339,0.347,89.9,12.1,43.7,NA,29.3,27.9,25.9,9.8,NA,NA,NA,NA,0.70694087403599,0.654241645244216,0.889460154241645,0.737789203084833,0.60025706940874,0.681233933161954,0.741645244215938,0.569408740359897,NA,NA,669022,27,136.1,0,0,27,95,2144,0.743886743886744,0.101960784313725
221,"Gore, MacKenzie","Wsh","SP",2024,25,NA,NA,0.324,0.316,88,6.8,38.1,NA,27.3,28.6,24.8,8.9,NA,NA,NA,NA,0.477535301668806,0.284980744544288,0.354300385109114,0.441591784338896,0.41206675224647,0.747111681643132,0.699614890885751,0.534017971758665,NA,NA,669022,32,166.1,0,0,32,96,2238,0.846649484536082,0.176010430247718
222,"Jax, Griffin","Min","RP",2024,29,NA,NA,0.227,0.24,88.2,8,38.7,NA,38.3,37.8,34.4,5.4,NA,NA,NA,NA,0.0256739409499358,0.31578947368421,0.521181001283697,0.468549422336329,0.983311938382542,0.976893453145058,0.96790757381258,0.133504492939666,NA,NA,643377,72,71,10,24,0,97,3065,0.925257731958763,0.996088657105606
222,"Jax, Griffin","Min","RP",2022,27,NA,NA,0.265,0.278,88.1,6.9,37,NA,33.4,29.6,26.9,6.9,NA,NA,NA,NA,0.195652173913043,0.364450127877238,0.432225063938619,0.391304347826087,0.895140664961637,0.777493606138107,0.797953964194373,0.300511508951407,NA,NA,643377,65,72.1,1,18,0,95.4,2835,0.78818998716303,0.96248382923674
222,"Jax, Griffin","Min","RP",2023,28,NA,NA,0.283,0.263,86.8,3.3,33.3,NA,31.4,26.6,24.8,6.9,NA,NA,NA,NA,0.0591259640102828,0.145244215938303,0.070694087403599,0.163239074550129,0.780205655526992,0.591259640102828,0.677377892030848,0.230077120822622,NA,NA,643377,71,65.1,4,23,0,96.2,2960,0.876447876447876,0.983006535947712
223,"Puk, A.J.","Ari","RP",2023,28,NA,NA,0.3,0.271,87.3,8.1,32.2,NA,29.5,33,32.2,5.4,NA,NA,NA,NA,0.0809768637532134,0.208226221079692,0.497429305912596,0.122107969151671,0.622107969151671,0.893316195372751,0.948586118251928,0.111825192802057,NA,NA,640462,58,56.2,15,2,0,95.8,2341,0.83011583011583,0.347712418300654
223,"Puk, A.J.","Ari","RP",2022,27,NA,NA,0.296,0.299,86.9,8.8,35.1,NA,27.4,29.2,27,8.2,NA,NA,NA,NA,0.354219948849105,0.175191815856777,0.673913043478261,0.29156010230179,0.40920716112532,0.754475703324808,0.805626598465473,0.442455242966752,NA,NA,640462,62,66.1,4,20,0,96.6,2233,0.902439024390244,0.223803363518758
223,"Puk, A.J.","Ari","RP",2024,29,NA,NA,0.265,0.257,86.2,4,33.5,NA,32.1,31.8,29.9,9.5,NA,NA,NA,NA,0.0629011553273428,0.0898587933247754,0.112965340179718,0.169448010269576,0.853658536585366,0.887034659820282,0.898587933247754,0.599486521181001,NA,NA,640462,62,71.1,3,14,4,95.3,2277,0.77319587628866,0.228161668839635
224,"Woodruff, Brandon","Mil","SP",2023,30,NA,NA,0.241,0.261,89,6.8,41.6,NA,30,28.3,29.2,5.9,NA,NA,NA,NA,0.051413881748072,0.467866323907455,0.326478149100257,0.619537275064267,0.670951156812339,0.704370179948586,0.880462724935733,0.137532133676093,NA,NA,605540,11,67,0,0,11,95.5,2484,0.797940797940798,0.584313725490196
224,"Woodruff, Brandon","Mil","SP",2022,29,NA,NA,0.282,0.277,88.8,7.1,37.5,NA,31.4,31.1,30.6,6.8,NA,NA,NA,NA,0.18542199488491,0.501278772378517,0.462915601023018,0.428388746803069,0.762148337595908,0.851662404092072,0.910485933503836,0.283887468030691,NA,NA,605540,27,153.1,0,0,27,96.1,2455,0.869062901155327,0.561448900388098
225,"Morel, Christopher","TB","3B, 2B, DH",2022,23,113,425,0.322,0.321,89.6,13.4,40.3,30,28.6,38.5,32.2,8.9,NA,NA,10,7,0.752721617418352,0.726283048211509,0.930015552099533,0.660964230171073,0.468118195956454,0.936236391912908,0.827371695178849,0.623639191290824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"Morel, Christopher","TB","3B, 2B, DH",2023,24,107,429,0.347,0.34,92.1,15.9,50,29.5,28.9,37,31,8.4,75.7,8,6,2,0.815112540192926,0.929260450160772,0.945337620578778,0.919614147909968,0.52572347266881,0.929260450160772,0.802250803858521,0.557877813504823,0.947747747747748,0.954954954954955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"Morel, Christopher","TB","3B, 2B, DH",2024,25,152,611,0.28,0.316,89.2,10.2,40.4,27.6,26.2,34.1,26,10,76.1,8,8,7,0.689935064935065,0.642857142857143,0.75974025974026,0.623376623376623,0.36038961038961,0.857142857142857,0.599025974025974,0.743506493506494,0.967532467532468,0.959415584415584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"Carpenter, Kerry","Det","OF, DH",2022,24,31,113,0.342,0.294,87.2,11.1,36.1,37.5,33,27.8,28.3,5.3,NA,NA,0,0,0.52099533437014,0.343701399688958,0.828926905132193,0.451010886469673,0.713841368584759,0.586314152410575,0.68895800933126,0.230171073094868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"Carpenter, Kerry","Det","OF, DH",2023,25,118,459,0.347,0.336,90.1,10.2,44,37.2,33.4,27,25.1,7,70.6,7.4,6,0,0.787781350482315,0.741157556270096,0.744372990353698,0.754019292604502,0.762057877813505,0.5,0.554662379421222,0.397106109324759,0.41981981981982,0.563963963963964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"Carpenter, Kerry","Det","OF, DH",2024,26,87,296,0.39,0.379,90.5,17.7,46.4,40.1,32.2,30.3,25.3,7.4,71.6,7.5,0,2,0.965909090909091,0.810064935064935,0.987012987012987,0.844155844155844,0.698051948051948,0.724025974025974,0.563311688311688,0.464285714285714,0.555194805194805,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"Abreu, Bryan","Hou","RP",2022,25,NA,NA,0.264,0.269,86.6,3.8,32.3,NA,31,39.1,35.5,10.5,NA,NA,NA,NA,0.152173913043478,0.139386189258312,0.10613810741688,0.138107416879795,0.728900255754476,0.983375959079284,0.975703324808184,0.694373401534527,NA,NA,650556,55,60.1,2,8,0,97.2,2799,0.940949935815148,0.941785252263907
227,"Abreu, Bryan","Hou","RP",2024,27,NA,NA,0.288,0.282,90.4,8.7,38,NA,27.7,34,31.7,9.8,NA,NA,NA,NA,0.178433889602054,0.783055198973042,0.630295250320924,0.427471116816431,0.450577663671374,0.93196405648267,0.92811296534018,0.631578947368421,NA,NA,650556,78,78.1,1,38,0,96.7,2914,0.903350515463918,0.964797913950456
227,"Abreu, Bryan","Hou","RP",2023,26,NA,NA,0.255,0.279,89.9,9.8,34,NA,27.2,39.8,34.8,10.8,NA,NA,NA,NA,0.118251928020566,0.654241645244216,0.715938303341902,0.205655526992288,0.408740359897172,0.982005141388175,0.965295629820051,0.683804627249357,NA,NA,650556,72,72,5,24,0,97.6,2916,0.94980694980695,0.969934640522876
228,"Smith, Cade","Cle","RP",2024,25,NA,NA,0.235,0.249,90.4,8.4,42.8,NA,27.4,30.2,35.6,5.9,NA,NA,NA,NA,0.048780487804878,0.783055198973042,0.585365853658537,0.730423620025674,0.423620025673941,0.839537869062901,0.973042362002567,0.178433889602054,NA,NA,671922,74,75.1,1,28,0,96,2046,0.846649484536082,0.0482398956975228
229,"Crow-Armstrong, Pete","ChC","OF",2023,21,13,19,0.123,0.253,87.4,11.1,22.2,11.1,18.8,43.6,36.8,15.8,73.1,7.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"Crow-Armstrong, Pete","ChC","OF",2024,22,123,410,0.289,0.281,88.9,7.4,36.8,33.3,41.4,29.9,23.9,5.1,70.6,7.2,27,3,0.344155844155844,0.590909090909091,0.555194805194805,0.461038961038961,0.954545454545455,0.702922077922078,0.470779220779221,0.212662337662338,0.417207792207792,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"Edwards, Xavier","Mia","SS",2023,23,30,84,0.295,0.264,82.2,1.5,13.6,31.8,29.9,20.5,16.7,3.6,64,6.2,5,0,0.191318327974277,0.0160771704180064,0.12540192926045,0.00964630225080386,0.57556270096463,0.178456591639871,0.138263665594855,0.0755627009646302,0.0036036036036036,0.00540540540540541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"Edwards, Xavier","Mia","SS",2024,24,70,303,0.359,0.296,86.1,1.8,24.3,37.6,24.8,16.9,17.2,10.9,64.5,6.3,31,4,0.496753246753247,0.185064935064935,0.121753246753247,0.099025974025974,0.272727272727273,0.0795454545454545,0.172077922077922,0.818181818181818,0.0113636363636364,0.00487012987012987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"Singer, Brady","Cin","SP",2023,26,NA,NA,0.346,0.339,91,7.8,48.6,NA,26.4,22.7,18.9,7,NA,NA,NA,NA,0.65038560411311,0.84318766066838,0.466580976863753,0.920308483290488,0.336760925449871,0.314910025706941,0.314910025706941,0.244215938303342,NA,NA,663903,29,159.2,0,0,29,92.1,2376,0.294723294723295,0.393464052287582
231,"Singer, Brady","Cin","SP",2024,27,NA,NA,0.316,0.331,88.9,8,41.7,NA,26.1,25.1,22.3,7.1,NA,NA,NA,NA,0.62002567394095,0.472400513478819,0.521181001283697,0.65982028241335,0.322207958921694,0.51219512195122,0.560975609756098,0.31193838254172,NA,NA,663903,32,179.2,0,0,32,92.1,2409,0.288659793814433,0.402868318122555
231,"Singer, Brady","Cin","SP",2022,25,NA,NA,0.3,0.309,89.3,8.2,40.9,NA,26.4,23,24.2,5.6,NA,NA,NA,NA,0.447570332480818,0.61764705882353,0.60997442455243,0.661125319693095,0.322250639386189,0.335038363171355,0.681585677749361,0.139386189258312,NA,NA,663903,27,153.1,0,0,24,93.7,2341,0.532734274711168,0.371280724450194
232,"Lowe, Josh","TB","OF",2022,24,52,198,0.276,0.272,88.3,5.2,37.1,47.4,25.4,32.6,33.3,7.6,NA,NA,3,0,0.314152410575428,0.52099533437014,0.402799377916019,0.503888024883359,0.29393468118196,0.782270606531882,0.842923794712286,0.497667185069984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"Lowe, Josh","TB","OF",2023,25,135,501,0.354,0.341,89.1,11,39.7,36.2,35.7,30.2,24.8,6.2,74,7.2,32,3,0.821543408360129,0.570739549839228,0.790996784565916,0.565916398713826,0.839228295819936,0.688102893890675,0.530546623794212,0.295819935691318,0.852252252252252,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"Lowe, Josh","TB","OF",2024,26,106,387,0.299,0.295,90.8,10.3,46.1,37.9,33.3,31.9,31.8,8.3,73.3,7.2,25,1,0.487012987012987,0.831168831168831,0.76461038961039,0.831168831168831,0.748376623376623,0.793831168831169,0.844155844155844,0.574675324675325,0.795454545454545,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"Bassitt, Chris","Tor","SP",2022,33,NA,NA,0.291,0.289,85.7,6.6,32.8,NA,25.4,23.6,22.4,6.6,NA,NA,NA,NA,0.269820971867008,0.0767263427109974,0.377237851662404,0.162404092071611,0.255754475703325,0.373401534526854,0.571611253196931,0.254475703324808,NA,NA,605135,30,181.2,0,0,30,91.9,2331,0.263157894736842,0.357050452781371
233,"Bassitt, Chris","Tor","SP",2023,34,NA,NA,0.304,0.31,87.5,8.3,35.3,NA,27,21.9,22.5,7.1,NA,NA,NA,NA,0.37146529562982,0.223650385604113,0.541131105398458,0.266066838046273,0.388174807197943,0.268637532133676,0.546272493573265,0.250642673521851,NA,NA,605135,33,200,0,0,33,91,2286,0.175032175032175,0.269281045751634
233,"Bassitt, Chris","Tor","SP",2024,35,NA,NA,0.331,0.327,87.8,7.5,37.1,NA,24.6,21.7,22.2,9.2,NA,NA,NA,NA,0.589216944801027,0.264441591784339,0.442875481386393,0.369704749679076,0.213093709884467,0.273427471116816,0.550706033376123,0.566110397946085,NA,NA,605135,31,171,0,0,31,91.6,2320,0.237113402061856,0.282920469361147
234,"O'Neill, Tyler","Bal","OF",2022,27,96,383,0.307,0.328,89.8,11.3,43.3,36.6,25.9,30.9,26.9,9.9,NA,NA,14,4,0.810264385692068,0.74805598755832,0.839813374805599,0.783825816485226,0.325038880248834,0.73094867807154,0.626749611197512,0.735614307931571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"O'Neill, Tyler","Bal","OF",2023,28,72,266,0.313,0.334,89.2,12.3,43.3,29.2,25.3,27.8,25.2,10.5,72.6,7,5,0,0.776527331189711,0.604501607717042,0.861736334405145,0.731511254019293,0.279742765273312,0.536977491961415,0.561093247588424,0.760450160771704,0.702702702702703,0.181981981981982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"O'Neill, Tyler","Bal","OF",2024,29,113,473,0.36,0.339,90.9,17.3,48.8,34.6,26.2,34.1,33.6,11.2,75.2,7.6,4,0,0.855519480519481,0.837662337662338,0.982142857142857,0.915584415584416,0.36038961038961,0.857142857142857,0.886363636363636,0.855519480519481,0.931818181818182,0.767857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"Buehler, Walker","Bos","SP",2022,27,NA,NA,0.318,0.32,87.9,6.6,41.6,NA,32,24.8,21.2,6.2,NA,NA,NA,NA,0.552429667519182,0.327365728900256,0.377237851662404,0.699488491048593,0.80306905370844,0.480818414322251,0.491048593350384,0.198209718670077,NA,NA,621111,12,65,0,0,12,93.7,2666,0.532734274711168,0.858990944372574
235,"Buehler, Walker","Bos","SP",2024,29,NA,NA,0.37,0.335,88.3,6.9,37.8,NA,24.5,19.4,18.6,8.1,NA,NA,NA,NA,0.661103979460847,0.331193838254172,0.360718870346598,0.409499358151476,0.206675224646983,0.159178433889602,0.322207958921694,0.439024390243902,NA,NA,621111,16,75.1,0,0,16,93.8,2606,0.539948453608247,0.736636245110821
236,"Nootbaar, Lars","StL","OF",2022,24,108,347,0.342,0.346,91.7,12.1,46,30.4,21,23.9,20.5,14.7,NA,NA,4,1,0.908242612752722,0.922239502332815,0.880248833592535,0.864696734059098,0.0948678071539658,0.346811819595645,0.31104199066874,0.967340590979782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"Nootbaar, Lars","StL","OF",2023,25,117,503,0.344,0.356,89.1,8.8,37.8,30.8,17.1,18.5,19.7,14.3,72.2,7,11,1,0.903536977491961,0.570739549839228,0.659163987138264,0.480707395498392,0.0337620578778135,0.115755627009646,0.2508038585209,0.943729903536977,0.641441441441441,0.181981981981982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"Nootbaar, Lars","StL","OF",2024,26,109,405,0.331,0.355,91.8,9.9,49.5,32.2,16.9,19,19.5,12.8,72.6,6.8,7,3,0.928571428571429,0.923701298701299,0.738636363636364,0.925324675324675,0.0162337662337662,0.137987012987013,0.258116883116883,0.941558441558442,0.707792207792208,0.0681818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"Foley, Jason","Det","RP",2024,28,NA,NA,0.277,0.316,89.5,6.6,41.2,NA,25.4,22.3,18.4,8,NA,NA,NA,NA,0.477535301668806,0.62002567394095,0.322207958921694,0.630295250320924,0.254172015404365,0.313222079589217,0.302952503209243,0.428754813863928,NA,NA,671345,69,60,28,8,0,97,2215,0.925257731958763,0.159061277705346
237,"Foley, Jason","Det","RP",2023,27,NA,NA,0.275,0.299,88.2,4.4,42,NA,32.8,17.9,19.9,5.4,NA,NA,NA,NA,0.267352185089974,0.322622107969152,0.125964010282776,0.651670951156812,0.866323907455013,0.0694087403598972,0.377892030848329,0.111825192802057,NA,NA,671345,70,69,7,28,0,97.2,2223,0.931788931788932,0.190849673202614
237,"Foley, Jason","Det","RP",2022,26,NA,NA,0.309,0.296,90.7,4.5,42.5,NA,28.3,16.7,16.8,4.3,NA,NA,NA,NA,0.323529411764706,0.822250639386189,0.148337595907928,0.732736572890026,0.48849104859335,0.0562659846547315,0.231457800511509,0.0652173913043478,NA,NA,671345,60,60.1,0,6,0,96.3,2224,0.885750962772786,0.204398447606727
238,"Santana, Carlos","Cle","1B",2022,36,131,506,0.308,0.352,90.7,9.3,44.9,31.6,21.7,21.3,17.4,14,NA,NA,0,0,0.934681181959565,0.853810264385692,0.713841368584759,0.833592534992224,0.124416796267496,0.214618973561431,0.180404354587869,0.950233281493002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"Santana, Carlos","Cle","1B",2023,37,146,619,0.323,0.308,88.8,6.7,36.4,31.3,24,22.1,16.8,10.5,71.4,7.5,6,0,0.527331189710611,0.52572347266881,0.469453376205788,0.413183279742765,0.228295819935691,0.252411575562701,0.143086816720257,0.760450160771704,0.52972972972973,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"Santana, Carlos","Cle","1B",2024,38,150,594,0.326,0.33,89.2,7.3,39.9,30.9,23.4,23.3,16.7,10.9,71.8,7.6,4,0,0.808441558441558,0.642857142857143,0.551948051948052,0.590909090909091,0.198051948051948,0.331168831168831,0.149350649350649,0.818181818181818,0.599025974025974,0.767857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"Soler, Jorge","LAA","OF, DH",2022,30,72,306,0.305,0.322,91.2,12.2,43.6,33.1,25.8,31.5,29.4,10.1,NA,NA,0,2,0.76049766718507,0.897356143079316,0.881804043545879,0.797822706065319,0.320373250388802,0.755832037325039,0.727838258164852,0.765163297045101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"Soler, Jorge","LAA","OF, DH",2023,31,137,580,0.361,0.374,91.3,15,48,36.5,25.6,27.6,24.3,11.4,75.7,7.8,1,0,0.963022508038585,0.866559485530547,0.922829581993569,0.868167202572347,0.29903536977492,0.527331189710611,0.509646302250804,0.818327974276527,0.947747747747748,0.882882882882883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"Soler, Jorge","LAA","OF, DH",2024,32,142,574,0.34,0.346,90.5,12.6,44.1,33.4,26.8,28.9,24.6,11.8,75.4,7.9,1,0,0.892857142857143,0.810064935064935,0.883116883116883,0.771103896103896,0.400974025974026,0.62987012987013,0.521103896103896,0.892857142857143,0.949675324675325,0.933441558441558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"Murphy, Sean","Atl","C",2022,27,148,612,0.331,0.344,88.7,10.5,41.4,34.7,29.5,24,20.3,9.2,NA,NA,1,0,0.895800933125972,0.580093312597201,0.805598755832037,0.710730948678072,0.513219284603421,0.351477449455676,0.303265940902022,0.670295489891135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"Murphy, Sean","Atl","C",2023,28,108,438,0.366,0.395,91.5,16.1,45.8,38.1,23,25.9,22.4,11.2,74.5,7.8,0,0,0.980707395498392,0.890675241157556,0.951768488745981,0.810289389067524,0.181672025723473,0.451768488745981,0.390675241157556,0.810289389067524,0.884684684684685,0.882882882882883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"Murphy, Sean","Atl","C",2024,29,72,264,0.281,0.308,88,9.6,36.5,25.7,27.9,28.4,25.4,10.2,73.2,7.9,0,0,0.623376623376623,0.435064935064935,0.727272727272727,0.439935064935065,0.451298701298701,0.607142857142857,0.564935064935065,0.758116883116883,0.782467532467532,0.933441558441558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"Cowser, Colton","Bal","OF",2023,23,26,77,0.226,0.301,87.4,2.5,42.5,37.5,20.9,26.5,28.6,16.9,70.8,6.9,1,0,0.458199356913183,0.326366559485531,0.168810289389068,0.696141479099678,0.120578778135048,0.479099678456592,0.718649517684887,0.983922829581994,0.445045045045045,0.127927927927928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"Cowser, Colton","Bal","OF",2024,24,153,561,0.331,0.326,90.5,13.6,46.1,32.1,25,30.4,30.7,9.3,73.8,6.9,9,4,0.777597402597403,0.810064935064935,0.918831168831169,0.831168831168831,0.280844155844156,0.728896103896104,0.795454545454545,0.676948051948052,0.844155844155844,0.121753246753247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
